sentence1	sentence2	label
圣邦股份4日晚间公告 股东盈富泰克计划减持不超过2 214 837股 即不超过公司总股本的3 64 股东世纪维盛计划减持数量合计不超过2 214 837股 即不超过公司总股本的3 64 股东荣基香港计划减持数量合计不超过 608 658股 即不超过公司总股本的1 00	圣邦股份7月4日晚间公告 公司股东盈富泰克 世纪维盛因基金到期 分别计划减持公司股份不超221 5万股 即总股本3 64 合计7 28 公司股东荣基香港因资金需求 计划减持不超60 9万股 即总股本1	1
阳光城4日晚间公告 2018年7月4日 公司收到中国证券监督管理委员会 以下简称 中国证监会 下发的 关于核准阳光城集团股份有限公司向合格投资者公开发行公司债券的批复 核准公司向合格投资者公开发行面值总额不超过49亿元的公司债券	鸿博股份4日晚间公告 公司收到中国证券监督管理委员会 以下简称 中国证监会 出具的 中国证监会行政许可项目审查一次反馈意见通知书 152796号 以下简称 反馈意见 中国证监会依法对公司提交的重大资产重组申请文件进行查 要求公司就相关问题进行书面说明和解释 并在工作日内向中国证监会行政许可受理部门提交书面回复意见	0
对中国股市来说 需要做好三件事 第一 准确说明贸易战可能带来的影响 减少投资市场的盲从盲动 第二 及时化解金融政策和资本市场政策方面的疑虑和疑点 近期针对整体流动性和股票质押问题 已经释放了明确政策 推出了有效措施 第三 要发挥好已有的机构投资者的作用 沧海横流方显英雄本色 境内机构投资者应该按照价值投资理念 做价值投资典范	对中国股市来说 需要做好三件事 第一 准确说明贸易战可能带来的影响 减少投资市场的盲从盲动 第二 及时化解金融政策和资本市场政策方面的疑虑和疑点 近期针对整体流动性和股票质押问题 已经释放了明确政策 推出了有效措施 第三 要发挥好已有的机构投资者的作用 沧海横流方显英雄本色 境内机构投资者应该按照价值投资理念 做价值投资典范	1
美国10年期基准国债收益率下跌4 02个基点 报2 8309 5月18日曾涨至3 1261 逼近2011年7月8日盘中高位3 1805 两年期美债收益率跌2 43个基点 报2 5242 6月13日曾涨至2 5984 逼近2008年8月6日盘中高位2 6276 和当年7月24日高位2 8309 点 30 5年期美债收益率曲线跌至22 60个基点 创2007年7月份以来最平 令人担忧的是 收益率曲线趋平可能反转 这意味着短期利率将超过长期收益率 通常被视为衰退信号	美债收益率下滑 收益率曲线达到金融危机以来之最 美国10年期基准国债收益率下跌4 02个基点 报2 8309 5月18日曾涨至3 1261 逼近2011年7月8日盘中高位3 1805 两年期美债收益率跌2 43个基点 报2 5242 6月13日曾涨至2 5984 逼近2008年8月6日盘中高位2 6276 和当年7月24日高位2 8309 点 30 5年期美债收益率曲线跌至22 60个基点 创2007年7月份以来最平 令人担忧的是 收益率曲线趋平可能反转 这意味着短期利率将超过长期收益率 通常被视为衰退信号	1
6月25日至7月1日 共有155家上市公司接受机构调研 从调研机构家数来看 共有27家上市公司接受机构调研数量在10家以上 其中 利亚德 158家 华灿光电 140家 宋城演艺 81家 亚太药业 56家 宜安科技 31家 接受机构调研数量排名前五位 具体来看 电子板块的利亚德 华灿光电可谓是上周接受机构调研的 明星 近日两家公司股价持续下跌 其中 利亚德5个交易日 6月19日至6月25日 跌幅达15 32 华灿光电6个交易日 6月15日至6月25日 跌幅达22 8 有的交易日盘中甚至出现跌停 中证报	证券时报股市大数据新媒体 数据宝 统计显示 近10日共有188家公司获机构调研 调研机构类型显示 证券公司调研达157家 占比最多 基金公司调研96家 位列其后 海外机构共对29家上市公司进行走访	0
根据彭博汇编的数据 标普500指数成份股将在未来几个月支付1241亿美元的股息 这将是一个新的季度纪录 派息创新高得益于企业税率下调以及上周美联储公布的压力测试结果 第二季度宣布的派息比上一年度增加12 比2017年相对于2016年的增幅上升了两个百分点 在大型银行向股东返还现金的计划推动下 金融业派息同比增长36 美联储预测 总体而言 金融公司将会把大约95 的利润派发给投资者 这与分析师的估计大体一致	标普500成份股季度派息料创新高 金融机构或拿出95 利润发放股息 根据彭博汇编的数据 标普500指数成份股将在未来几个月支付1241亿美元的股息 这将是一个新的季度纪录 派息创新高得益于企业税率下调以及上周美联储公布的压力测试结果 第二季度宣布的派息比上一年度增加12	1
7月1日 深湛铁路江湛段接入已有的广珠城轨与广深高铁 使得广州 深圳可以直达湛江 同时 通过铁海联运方式 广州 深圳经高铁可直达海口 这意味着粤港澳大湾区将通过高铁网络与铁海联运等方面 将辐射范围扩展至北部湾城市群 同时与海南自贸区 港 相连接 据官方最新透露的消息 粤港澳大湾区发展规划纲要 即将出台 在此背景下 市场人士普遍预计 基础设施互联互通将成为粤港澳大湾区建设的重要内容 21世纪	根据规划 珠西综合交通枢纽江门站将至少汇聚深茂铁路 已合并为深湛铁路 广佛江珠城际 广珠铁路 广珠城际 江恩城际以及江门城市轨道交通线等6条轨道交通线 建成后将达到9站台18条线的规模 是省内仅次于广州南站 深圳北站 佛山西站的第四大轨道交通枢纽	0
开滦股份4日在互动平台表示 目前公司及下属分 子公司正产经营正常 不存在被停产的情况	开滦股份 600997 董秘董秘侯树忠表示 截至目前 公司控股股东开滦集团持有公司股份700 506 665股 其中280 000 000股进行了质押 注 占比约4成	0
今年以来 美股上市公司正在以前所未有的加速度回购自家股票 上半年美国上市公司累计回购了逾6700亿美元股票 回购规模已超过2017年全年创下的5300亿美元纪录 再创历史新高 在回购等多重利好的刺激下 今年以来 美国三大股指不断刷新历史高位 值得关注的是 公司通常会在股价较低时回购股票 而美股今年的大幅回购却发生在股价走高时 对此市场分析人士指出 在看好后市的同时 这也是公司试图提振股价的做法之一 后市要警惕回购带来的流动性和债务风险 并密切关注回购放缓后的美股表现 中国证券报	创纪录回购成美股上涨主要动力 根据市场研究公司trimtabs的数据 美国上市公司二季度宣布了4336亿美元的股票回购规模 几乎是一季度2421亿美元的2倍 今年以来 美股上市公司以前所未有的速度回购自家股票 上半年美国上市公司累计回购了逾6700亿美元股票 回购规模已超过2017年全年创下的5300亿美元纪录 再创历史新高 批评人士指出 企业用于回购股票的资金过高 会侵蚀用来设备升级 投资和增加研发的资源 后者才是长期业绩增长的最终驱动力 美国企业不愿意大规模投资的一大原因或许是近期复杂的贸易局势 降低了企业对美国经济未来的信心 证券时报	0
我们注意到日本 朝日新闻 关于 中国的 报复 行动将先于美国开始 的报道 就此 国务院关税税则委员会有关负责人表示 中国政府立场已多次申明 我们绝不会打第一枪 不会先于美国实施加征关税措施	7月4日下午 国务院关税税则委员会办公室发布声明 郑重否认7月3日日本 朝日新闻 关于 中国的 报复 行动将先于美国开始 的报道 并重申中国决不会打一枪 不会先于美国实施加征关税措施	1
星期六将于2018年07月06日解禁3557 19万股 占总股本比例8 92	鹏元资信将 星期六 的长期债务评级的评级展望列为负面 6月25日 鹏元资信在最新的评级报告中将 星期六股份有限公司 的长期债务评级的评级展望列为负面 评级下调基于 公司品牌门店数量继续下滑 2017年净利润大幅亏损 公司大规模计提存货跌价损失 但仍存在积压减值风险 公司短期刚性债务压力较大	0
从湖北移动公司获悉 经过近一年的建设 中国移动襄阳云计算中心二期工程顺利竣工并投入运行 该中心建设规模近2万平方米 标准服务器机柜达1334个 可提供1万台服务器 8万tb 1tb等于1024gb 存储 10万台云服务器的云计算能力 骨干网出口带宽为4400gb 每秒 是中部地区最大的互联网数据中心 湖北日报	7月3日从湖北移动公司获悉 经过近一年的建设 中国移动襄阳云计算中心二期工程竣工并投入运行 该中心建设规模近2万平方米 标准服务器机柜达1334个 可提供1万台服务器 8万tb 1tb等于1024gb 存储 10万台云服务器的云计算能力 骨干网出口带宽为4400gb 每秒 是中部地区最大的互联网数据中心 襄阳云计算中心是中国移动系统内首批投入使用的区域性数据中心 一期项目建成后 腾讯公司开始在该中心租用出口带宽 开展视频播放和云存储业务 爱奇艺 网宿科技 迅雷等59家知名互联网企业也先后入驻	1
唐山市印发 钢铁 焦化超低排放和燃煤电厂深度减排实施方案 方案要求焦化企业2018年9月底前 钢铁行业2018年10月底前全部达到超低排放水平 限值参照验收标准 通过168小时运行且第三方监测达标 95 以上小时均值排放达标 并完成湿烟气脱白治理改造 凡达不到标准的实施停产整治 10月底前通过验收并稳定达到超低排放标准的钢铁 焦化 燃煤电厂 2019 2020年采暖季免于错峰生产或减少限产时间 钢铁通	唐山 焦化企业9月底前 钢铁行业10月底前全部达到超低排放水平 财联社7月4日讯 唐山市印发 钢铁 焦化超低排放和燃煤电厂深度减排实施方案 方案要求焦化企业2018年9月底前 钢铁行业2018年10月底前全部达到超低排放水平 限值参照验收标准 通过168小时运行且第三方监测达标 95 以上小时均值排放达标 并完成湿烟气脱白治理改造 凡达不到标准的实施停产整治 10月底前通过验收并稳定达到超低排放标准的钢铁 焦化 燃煤电厂 2019 2020年采暖季免于错峰生产或减少限产时间 钢铁通	1
爱奇艺 iq 收涨0 55 哔哩哔哩 bili 收涨3 29 虎牙 huya 跌2 96	中国概念股多数上涨 虎牙直播收涨14 22 财联社6月2日讯 周五中国概念股多数上涨 阿里巴巴 baba n 收涨3 2 百度 bidu o 收涨2 43 虎牙直播 huya n 收涨14 22 爱奇艺 iq o 收涨12 49 格林酒店收涨11 27 橡果国际 atv n 收涨11 25 陌陌 momo o 收涨8 01 猎豹移动 cmcm n 收跌6 32 魔线 moxc o 收跌5 93	0
st锐电4日早间公告 与苏州美恩超导 超导美国 超导奥地利共同签署和解协议 公司将分两笔向苏州美恩超导支付合计等值于5750万美元的人民币	海格通信控股股东近日通过定向资管计划增持2403万股 占公司总股本的1 誉衡药业终止收购瑾呈集团后 交易对方未按承诺时间向公司退还1 8亿元收购保证金及违约金 迪安诊断与美国agena战略合作 推动核酸质谱技术平台与多重dna基因检测诊断方案在中国市场的推广 st锐电与美国超导公司系列诉讼案件签和解协议 公司将向苏州美恩超导支付等值5750万美元的人民币 若协议按期执行 预计将增加公司利润	0
我们仍然认为风险平衡依旧非常偏向于美元兑加元usd cad的上行空间 并相应地调整了我们的预测 美国与加拿大的贸易关系变得更糟 就如同没有太多时间快速达成北美自由贸易协定那样 这种急剧的政策分歧和资本流动突然停止将使美元兑加元迅速升至1 40以上 且我们也看到贸易战言论升级的风险将支持美元兑加元 我们修订的预测认为 第三季度美元兑加元将升至1 37 其在第四季度或会达到1 40	美指跌幅超过0 8 财联社3月22日讯 美元指数下跌77点 跌幅扩大至0 84 刷新日低至89 65 较美联储决议声明发布后的高位下挫60点 美元兑日元下跌0 53 暂报105 98 美元兑加元下跌179点 跌幅1 34 暂报1 2895 全文	0
华夏幸福 600340 将于2018年07月05日召开股东大会 会议审议事项为 1 关于 华夏幸福基业股份有限公司2018年股票期权与限制性股票激励计划 草案 及其摘要的议案2 关于 华夏幸福基业股份有限公司2018年股票期权与限制性股票激励计划实施考核管理办法 的议案3 关于提请股东大会授权董事会办理公司2018年股票期权与限制性股票激励计划相关事宜的议案	华夏幸福基业股份有限公司 以下简称 公司 于2018年6月8日召开第六届董事会第四十三次会议及第六届监事会第十次会议 审议通过了 华夏幸福基业股份有限公司2018年股票期权与限制性股票激励计划 草案 根据中国证券监督管理委员会 上市公司股权激励管理办法 上市公司信息披露管理办法 以及 上海证券交易所股票上市规则 等规范性文件的有关规定 公司针对2018年股票期权与限制性股票激励计划 以下简称 本次激励计划 采取了充分必要的保密措施 并对相关内幕信息知情人进行了登记备案 同时对内幕信息知情人在本次激励计划草案公告前6个月内买卖公司股票的情况进行了自查	1
航天动力4日晚间公告称 公司及子公司 自2018年1月1日至7月3日期间 累计收到各类政府补助合计4 034 250元	巨轮智能7月3日晚间公告称 公司及下属子公司2018年1月1日至2018年6月28日期间累计收到各类政府补助金额合计1 386 31万元	0
中国银行业协会7月3日在雄安发布了 2017中国银行业社会责任报告 中国银行业协会专职副会长潘光伟指出 为实体经济服务是银行业的天职和宗旨 2017年 银行业金融机构紧紧围绕服务实体经济这一重点任务 对实体经济发放的人民币贷款余额为119 03万亿元 同比增长了13 2 为实体经济健康发展提供了有力的资金支持 证券日报	中国网财经7月5日讯 7月2日 中国银行业协会发布 中国银行业客服中心发展报告2017 以下简称 报告 这是中国银行业协会连续第五年发布银行业客服中心发展报告 报告 由中国银行业协会客户服务委员会第二届主任单位中国民生银行牵头 84家成员单位参与撰写 中国银行业协会党委书记 专职副会长潘光伟为报告作序 报告 结合新兴技术的创新领域 深入分析金融客户的服务诉求 详细阐述了2017年银行业客服中心的业务发展 技术创新和团队风貌 旨在引领银行业客服中心适应客户服务工作新形势 持续提升客户服务水平 推动客服中心迈向高质量发展的新时代	0
开滦股份4日在互动平台表示 公司加拿大盖森煤田项目完成了年度资产许可证更新 矿权费缴纳等各项合规性工作 具体完工投产时间尚未确定	近日 河北开滦精煤股份有限公司 以下简称开滦股份 与加拿大德华国际矿业集团公司 以下简称德华公司 在北京签署协议 共同投资设立开滦德华公司 并由该公司对加拿大盖森煤田进行勘探	0
真视通将于2018年07月06日解禁5481 13万股 占总股本比例33 92	股市最新消息 真视通今日解禁1370 283万股_股票内参平台_云财经股票内参平台 了解最新股市动向	0
尽管金价周二从低位强势反弹 但自4月高位以来仍大跌近7 5 由于美元走强 加之贸易战缓和 欧元区经济前景下调以及人民币走软 金价有可能继续下滑 预计金价存在跌至1200美元 盎司的底部风险 而白银近期则可能跌至15 6美元 盎司 但今年晚些时候美元指数dxy和10年期美债收益率料将触顶 这将为金价构成支撑 此外预计今年第四季度美国经济增速将达峰值 预计今年年底金价将为1250美元 盎司 2019年年底为1400美元 盎司	1 央行行长易纲回应外汇市场波动称 主要是受美元走强等因素影响 当前中国经济基本面良好 金融风险总体可控 8月黄金期货实盘价格周二收盘上涨11 8美元 涨幅1 0 报1253 50美元 盎司 伊朗威胁将中断中东海湾地区的石油运输 布伦特原油期货收涨0 75 报77 88美元 桶	0
美国东部时间7月2日 美国商务部发布公告 暂时 部分解除对中兴通讯公司的出口禁售令 公告称 从公告发布之日起至8月1日 在有限条件下解除对中兴通讯公司的出口禁令 目前还不清楚 对中兴的7年禁售令 随后会不会完全解除 央视	智通财经app讯 中兴通讯 00763 发布公告 公司和深圳市中兴康讯电子于2018年7月2日收到美国商务部出口商服务办公室发送的在 美国出口管理条例 第764 3 a 2 条下的有限授权 授权允许自2018年7月2日至8月1日 继续运营现有网络和设备 为现有手机提供支持 网络安全研究与漏洞披露 及有限资金转移	1
温氏股份4日公告 2018年6月销售商品肉猪161 39万头 收入21 56亿元 销售均价11 58元 公斤 环比变动分别为 11 09 1 73 11 67 同比变动分别 为6 23 11 60 15 16	温氏股份 6月销售商品肉猪161 39万头 收入21 56亿元 销售均价11 58元 公斤 环比变动分别为 11 09 1 73 11 67 同比变动分别为6 23 11 60 15 16 相关融资标的 温氏股份 300498	1
鸿博股份4日晚间公告 公司开发的体育彩票安卓终端机成功通过第三方的适配性测试 成为该类产品的合格供应商 暂定的适用范围为超市 便利店等行业渠道	鸿博股份 002229 7月4日晚公告 为满足业务发展 拓宽销售渠道 体彩中心于2017年启动了体育彩票安卓终端机适配性测试工作 目前 经过体彩中心组织的第三方硬件测试 第三方接口测试等程序 公司开发的体育彩票安卓终端机成功通过第三方的适配性测试 成为该类产品的合格供应商 本次测试通过的体育彩票安卓终端机暂定的适用范围为超市 便利店等行业渠道	1
工业和信息化部党组成员 副部长罗文指出 工业和信息化部将抓住一个核心 就是构建汽车智能计算架构 推动电子系统协同控制技术 高带宽信息通信技术等关键技术和高端传感器 智能芯片 控制器等产品发展 形成以汽车智能计算架构为核心的产业生态体系	工信部 构建汽车智能计算架构 财联社7月4日讯 2018中国汽车智能计算平台大会今日在广州召开 工信部副部长罗文指出 下一步将抓住一个核心 就是构建汽车智能计算架构 推动电子系统协同控制技术 高带宽信息通信技术等关键技术和高端传感器 智能芯片 控制器等产品发展 形成以汽车智能计算架构为核心的产业生态体系 上证	1
4日 大同证券同吉8号集合资产管理计划 的产品 确实存在因底层借款人 上市公司东方金钰相关银行账户被冻结 而出现2018年第二季度利息兑付逾期的情况 对此 代销机构陆金所方面负责人表示 该产品涉及上海陆金所基金销售有限公司 陆金所子公司 60位投资人 代销金额共7793万元 相关融券标的 东方金钰 600086 腾讯一线	中国经济网编者按 陆金所代销再次 踩雷 近日 陆金所代销的 大同证券同吉8号集合资产管理计划 出现2018年二季度利息兑付逾期的情况 据悉 该产品涉及陆金所旗下基金销售平台陆基金60位投资人 代销金额共7793万元 上述逾期的资管计划底层资产为上市公司东方金钰的贷款项目 东方金钰目前不能按时付息 据了解主要是和一家小贷公司的合同纠纷有关 部分资产被冻结 导致现金流比较紧张 到期利息无法支付	1
lyft周一宣布 将以2 5亿美元的价格收购纽约citi bikes和旧金山gobikes后的自行车共享公司motivate 但据一位知情人士向cnbc透露 这是在优步放弃这笔交易后发生的 这位知情人士说 优步此前曾考虑过要扩大其不断增长的自行车服务 但出于motivate的工会员工和城市合同的考虑最终放弃了 这一交易本来可以使优步获得更多在单车共享业务上的优势	优步 uber 一直在考虑ipo 但首席执行官dara khosrowshahi 表示 它不可能在2019年之前发生 此外 据知情人士透露 滴滴已加速推进ipo计划 部分原因是其新竞争对手美团正在推进在今年晚些时候上市 知情人士透露 美团的首次公开招股可能对该公司估值约为600亿美元 并预计将在港股和a股上市 报道称 知情人士指出	0
印度商业和工业部发布消息称 该国下调了中国 韩国等5个亚洲国家商品的进口关税 这项减税政策自7月1日起在印度参与的 亚太贸易协定 框架内实行 上周二 中国下调了包括印度 韩国等部分亚太国家产品的进口关税 自7月1日起实行 相比美国对其他国家加征关税 中国与周边国家的贸易往来却要再上一个台阶了 相关公司有望受益 证券时报	印度下调中国等亚洲五国商品进口关税 财联社7月3日讯 俄罗斯卫星网报道 印度商业和工业部发布消息表示 该国下调了中国等5个亚洲国家商品的进口关税 消息称 减税政策共涉及来自韩国 中国 老挝 斯里兰卡和孟加拉国的3142件商品 减税政策7月1日起在印度参与的 亚太贸易协定 效力框架内实行	1
7月3日讯 国务院日前印发 打赢蓝天保卫战三年行动计划 明确了大气污染防治工作的总体思路 基本目标 主要任务和保障措施 提出了打赢蓝天保卫战的时间表和路线图 行动计划 提出六方面任务措施 并明确量化指标和完成时限	国务院印发 打赢蓝天保卫战三年行动计划 财联社7月3日讯 国务院日前印发 打赢蓝天保卫战三年行动计划 明确了大气污染防治工作的总体思路 基本目标 主要任务和保障措施 提出了打赢蓝天保卫战的时间表和路线图 行动计划 提出六方面任务措施 并明确量化指标和完成时限 一是调整优化产业结构 推进产业绿色发展 深化工业污染治理 大力培育绿色环保产业 二是加快调整能源结构 构建清洁低碳高效能源体系 有效推进北方地区清洁取暖 重点区域继续实施煤炭消费总量控制 三是积极调整运输结构 发展绿色交通体系 大幅提升铁路货运比例 四是优化调整用地结构 推进面源污染治理 五是实施重大专项行动 大幅降低污染物排放 六是强化区域联防联控 有效应对重污染天气	1
从上交所公众号获悉 在市场各方的监管 监督 努力之下 a股分红环境在近年得到了大幅改观 上市公司主动分红的意识不断增强 现金分红稳步迈入全面开花阶段 上交所表示 在一个良性发展 健康成长的资本市场中 上市公司按期分红是普遍惯例 是投资者分享股市成长的重要方式 更是衡量上市公司治理 社会责任的重要标准 上市公司通过公开发行股票从投资者手里募得资金 同样通过派发红利来 回馈 股东也是股份公司制度的应有之义 正确的投资收益不仅要体现在股价 更要体现在红利上	上交所 历史分红水平逐年上升 财联社7月4日讯 从上交所公众号获悉 在市场各方的监管 监督 努力之下 a股分红环境在近年得到了大幅改观 上市公司主动分红的意识不断增强 现金分红稳步迈入全面开花阶段 上交所表示 正确的投资收益不仅要体现在股价 更要体现在红利上 2013年至2017年 沪市推出现金分红的公司由674家稳步上升到1134家 派现总金额在这五年间也始终保持在6800亿元左右 维持高位水平	1
提升上海城市能级和核心竞争力的意见全文发布 意见指出 要主动服务 一带一路 建设和长江经济带发展等国家重大战略 在深化自由贸易试验区改革上有新作为 进一步加快金融市场开放 拓展金融市场的广度和深度 进一步做大做强股票 债券 信贷 货币 期货 保险 信托等市场 加快发展金融衍生品市场 充分发挥其价格发现 风险管理等功能 提高原油期货 上海金 等价格信号影响力 打造具有全球影响力的在岸大宗商品定价中心 加快形成全球性人民币产品创新 交易 定价和清算中心 加快发展高端制造 智能制造 聚焦发展物联网 大数据 人工智能 量子通信等新一代信息技术产业 聚焦发展细胞治疗 基因编辑等前沿技术引领的生物医药产业 大力培育新能源 新材料等战略性新兴产业 坚持以自由贸易试验区建设为突破口 建立同国际投资和贸易通行规则相衔接的制度体系	上海 进一步加快金融市场开放 加快发展高端制造等新一代信息技术产业 财联社7月4日讯 提升上海城市能级和核心竞争力的意见全文发布 意见指出 要主动服务 一带一路 建设和长江经济带发展等国家重大战略 在深化自由贸易试验区改革上有新作为 进一步加快金融市场开放 拓展金融市场的广度和深度 进一步做大做强股票 债券 信贷 货币 期货 保险 信托等市场 加快发展金融衍生品市场 充分发挥其价格发现 风险管理等功能 提高原油期货 上海金 等价格信号影响力 打造具有全球影响力的在岸大宗商品定价中心 加快形成全球性人民币产品创新 交易 定价和清算中心 加快发展高端制造 智能制造 聚焦发展物联网 大数据 人工智能 量子通信等新一代信息技术产业 聚焦发展细胞治疗 基因编辑等前沿技术引领的生物医药产业 大力培育新能源 新材料等战略性新兴产业	1
7月2日 新一届国务院金融稳定发展委员会成立并召开会议 研究部署打好防范化解重大风险攻坚战等相关工作 中国证券报认为 这意味着金融监管制度优化更进一步 防范化解重大风险攻坚战纲举目张 在提升服务实体经济能力 防控系统性风险的 纲 上 金融防风险具体行动的 目 更加清晰明确 各类可能引发系统性风险的突出问题将得到精准处置 中国证券报	中国具备打赢防范化解金融风险攻坚战的有利条件 中国现在具备打赢重大风险攻坚战和应对外部风险的诸多有利条件 首先 中国经济正向高质量发展迈进 市场主体韧性强 国内巨大规模市场的回旋空间广阔 其次 早在去年7月召开的全国金融工作会议就提出要把主动防范化解系统性金融风险放在更加重要的位置 科学防范 早识别 早预警 早发现 早处置 着力防范化解重点领域风险 着力完善金融安全防线和风险应急处置机制 21世纪经济报道	1
到目前为止 美国汽车销量在2018年表现强劲 许多最大的汽车销售商在今年前六个月的销量都出现了增长 尽管有预测称需求将会降温 预计今年新车型的销售将受到利率上升和更多选择的影响 但分析师表示 强劲的经济 低失业率和减税使今年上半年的销售保持在接近创纪录的水平 延续了周期性行业的繁荣时期 j d power表示 预计汽车行业今年上半年的销量将略有增长 最终结果将于周二晚些时候公布 其中6月份同比增长2 5 华尔街日报	美国上半年汽车销售接近创纪录水平 财联社7月4日讯 到目前为止 美国汽车销量在2018年表现强劲 许多最大的汽车销售商在今年前六个月的销量都出现了增长 尽管有预测称需求将会降温 预计今年新车型的销售将受到利率上升和更多选择的影响 但分析师表示 强劲的经济 低失业率和减税使今年上半年的销售保持在接近创纪录的水平 延续了周期性行业的繁荣时期 j d power表示 预计汽车行业今年上半年的销量将略有增长 最终结果将于周二晚些时候公布 其中6月份同比增长2 5 华尔街日报	1
作为天津国资委重点推进的混改项目之一 天津农商行酝酿已久的引资大门正式对外敞开 6月29日 天津农商行增资扩股项目在天津产权交易中心挂牌 该行拟引入不超过4家战略投资者 将注册资本由现有的75亿元增至100亿元左右 募资用于补充核心一级资本 对于此次混改 天津农商行预期有助在规模和效益上实现新突破 并择机推进上市进程 每经	作为天津国资委重点推进的混改项目之一 天津农商行酝酿已久的引资大门正式对外敞开 6月29日 天津农商行增资扩股项目在天津产权交易中心挂牌 该行拟引入不超过4家战略投资者 将注册资本由现有的75亿元增至100亿元左右 募资用于补充核心一级资本 对于此次混改 天津农商行预期有助在规模和效益上实现新突破 并择机推进上市进程	1
7月3日 茅台 泸州老窖 郎酒座谈会在四川泸州举行 围绕 加强合作 共谋发展和白酒金三角 等话题 贵州茅台董事长李保芳 泸州老窖董事长张良与郎酒集团董事长汪俊林在会上各抒己见 值得关注的是 这也是继6 3 茅洋会 和6 25茅台 郎酒 习酒 国台 钓鱼台5酒企赤水河行动之后 行业内又一个竞合的标志性事件 而竞合的概念更是深入到大产区领域 背后是包括 泸州 仁怀和宜宾 白酒金三角范围川黔产区的大融合 相关融资标的 泸州老窖 000568 sz 古井贡酒 000596 sz 五粮液 000858 sz 洋河股份 002304 sz 青青稞酒 002646 sz 伊力特 600197 sh 贵州茅台 600519 sh 老白干酒 600559 sh 山西汾酒 600809 sh 今世缘 603369 sh	在行业遇冷的大环境下 郎酒集团内部似乎并不平静 继今年2月郎酒集团闹出用工荒之后 昨日 郎酒集团再爆出停工事件 一线工人因涨工资问题与郎酒集团出现纠纷 昨日 郎酒方面对 第一财经日报 记者表示 已在16日晚研究员工诉求 经向集团公司请示 优化了此前的薪酬调整方向 目前问题已得到妥善解决 郎酒公司生产 经营一切正常 事件缘于6月16日 郎酒集团位于四川古蔺二郎镇生产总部的员工因薪资调整问题发生停工事件 郎酒方面对记者表示 古蔺县二郎镇郎酒厂公司共有员工5000人左右 涉及本次询问沟通加薪事宜的员工约为200 300人 基本以酿造车间工人为主 之所以发生这起薪酬纠纷 其实与郎酒此前进行的一次调薪事件有关 3月1日开始 郎酒厂公司进行了一次基层工人工资薪酬调整 公司对工厂基层员工的薪资加薪幅度达到15 20 郎酒相关负责人对 第一财经日报 记者表示 当初调整方案按最高限600元 月进行调整 涉及人数2500余人 在本次薪酬调整的同时 其生产定额也要作相应调整 但部分工人认为增长的工资实际是用加大劳动强度换取的 工资实际上并未有效上调 并因此表达了不理解及质疑	0
海峡环保7月4日在互动平台表示 2018年公司将新增收购的马尾青洲 快安 长安三家污水厂和江苏大丰 泗阳公司下属污水厂的产能 同时公司下属部分污水厂也将陆续转入商业运营	海峡环保 603817 7月4日在互动平台表示 2018年公司将新增收购的马尾青洲 快安 长安三家污水厂和江苏大丰 泗阳公司下属污水厂的产能 同时公司下属部分污水厂也将陆续转入商业运营 公司还表示 公司与鹏鹞环保合作项目主体工程建设已完工 目前已进入设备调试阶段 该项目由公司控股的福建海环鹏鹞资源开发有限公司负责投资运营 双方将根据在合作公司的持股比例对未来盈利进行分成	0
多家媒体报道 煤炭第一港 秦皇岛港正酝酿煤炭业务搬迁 且其煤炭业务有可能搬迁至曹妃甸港 据悉 该负责人表示 没有听到此类消息 目前没有收到任何官方信息透露给他们要搬迁 另一位在秦皇岛港煤炭业务领域工作多年的人士表示 秦皇岛港煤炭业务庞大 如果真要搬迁 那就意味着至少需要3 4个5000万吨吞吐量的煤炭码头来承接秦皇岛港目前的煤炭业务 而纵观目前我国沿海港口 显然无论是新建还是在原有港口基础上扩建 都是在短期内难以实现的 中国能源报	近期 多家媒体报道 煤炭第一港 秦皇岛港正酝酿煤炭业务搬迁 且其煤炭业务有可能搬迁至曹妃甸港 对此 记者向秦皇岛港宣传部门负责人求证 该负责人表示 没有听到此类消息 目前没有收到任何官方信息透露给他们要搬迁 另一方面 秦皇岛港与大秦铁路相连 借助便利的铁路运输优势 形成了明显的价格优势 而将煤炭业务搬迁 价格优势被弱化 无疑会对市场煤价带来明显波动 此外 秦皇岛港煤炭码头对秦皇岛市的经济发展有重要作用 创造了数千个就业岗位 如果 真要搬迁 那也得10 20年后才能实现 该人士表示	1
国家集成电路创新中心 国家智能传感器创新中心3日在上海正式启动 国家集成电路创新中心瞄准集成电路关键共性技术 着力解决中国集成电路主流技术方向选择和可靠技术来源问题 国家智能传感器创新中心以关键共性技术的研发和中试为目标 专注传感器设计集成技术 先进制造及封测工艺 布局传感器新材料 新工艺 新器件和物联网应用方案等领域	国家集成电路创新中心 国家智能传感器创新中心今日在上海正式启动 国家集成电路创新中心由复旦大学 中芯国际和华虹集团3家单位共同发起 并将逐步吸收更多龙头企业和研究机构 打造国家集成电路共性技术研发平台 分析认为 当前物联网 大数据 人工智能等快速兴起 智能传感器作为重要的信息和数据来源 已经成为各种智能物联体系架构的基础 集成电路产业是信息技术产业的核心 当前 全球集成电路产业正步入颠覆性技术变革时期 中国集成电路产业发展将迎来重大机遇	1
